Cidade;Estado;Data;Feriado;Tipo
Vargem Grande do Sul;SP;08/06/2023;Corpus Christi;Feriado Nacional
Vargem Grande do Sul;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Vargem Grande do Sul;SP;26/07/2023;Feriado Municipal;Feriado Municipal
Vargem Grande do Sul;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Vargem Grande do Sul;SP;26/09/2023;Feriado Municipal;Feriado Municipal
Vargem Grande do Sul;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Vargem Grande do Sul;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Vargem Grande do Sul;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Vargem Grande do Sul;SP;02/11/2023;Dia De Finados;Feriado Nacional
Vargem Grande do Sul;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Vargem Grande do Sul;SP;25/12/2023;Natal;Feriado Nacional
Vargem Grande Paulista;SP;01/01/2023;Ano Novo;Feriado Nacional
Vargem Grande Paulista;SP;20/02/2023;Carnaval;Feriado Nacional
Vargem Grande Paulista;SP;21/02/2023;Carnaval;Feriado Nacional
Vargem Grande Paulista;SP;22/02/2023;Carnaval;Feriado Nacional
Vargem Grande Paulista;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Vargem Grande Paulista;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Vargem Grande Paulista;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Vargem Grande Paulista;SP;08/06/2023;Corpus Christi;Feriado Nacional
Vargem Grande Paulista;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Vargem Grande Paulista;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Vargem Grande Paulista;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Vargem Grande Paulista;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Vargem Grande Paulista;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Vargem Grande Paulista;SP;02/11/2023;Dia De Finados;Feriado Nacional
Vargem Grande Paulista;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Vargem Grande Paulista;SP;27/11/2023;Feriado Municipal;Feriado Municipal
Vargem Grande Paulista;SP;25/12/2023;Natal;Feriado Nacional
Várzea Paulista;SP;01/01/2023;Ano Novo;Feriado Nacional
Várzea Paulista;SP;20/02/2023;Carnaval;Feriado Nacional
Várzea Paulista;SP;21/02/2023;Carnaval;Feriado Nacional
Várzea Paulista;SP;22/02/2023;Carnaval;Feriado Nacional
Várzea Paulista;SP;21/03/2023;Feriado Municipal;Feriado Municipal
Várzea Paulista;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Várzea Paulista;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Várzea Paulista;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Várzea Paulista;SP;08/06/2023;Corpus Christi;Feriado Nacional
Várzea Paulista;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Várzea Paulista;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Várzea Paulista;SP;15/09/2023;Feriado Municipal;Feriado Municipal
Várzea Paulista;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Várzea Paulista;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Várzea Paulista;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Várzea Paulista;SP;02/11/2023;Dia De Finados;Feriado Nacional
