Cidade;Estado;Data;Feriado;Tipo
Espírito Santo do Turvo;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Espírito Santo do Turvo;SP;08/06/2023;Corpus Christi;Feriado Nacional
Espírito Santo do Turvo;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Espírito Santo do Turvo;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Espírito Santo do Turvo;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Espírito Santo do Turvo;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Espírito Santo do Turvo;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Espírito Santo do Turvo;SP;02/11/2023;Dia De Finados;Feriado Nacional
Espírito Santo do Turvo;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Espírito Santo do Turvo;SP;25/12/2023;Natal;Feriado Nacional
Estiva Gerbi;SP;01/01/2023;Ano Novo;Feriado Nacional
Estiva Gerbi;SP;20/02/2023;Carnaval;Feriado Nacional
Estiva Gerbi;SP;21/02/2023;Carnaval;Feriado Nacional
Estiva Gerbi;SP;22/02/2023;Carnaval;Feriado Nacional
Estiva Gerbi;SP;19/03/2023;São José;Feriado Municipal
Estiva Gerbi;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Estiva Gerbi;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Estiva Gerbi;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Estiva Gerbi;SP;19/05/2023;Feriado Municipal;Feriado Municipal
Estiva Gerbi;SP;08/06/2023;Corpus Christi;Feriado Nacional
Estiva Gerbi;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Estiva Gerbi;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Estiva Gerbi;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Estiva Gerbi;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Estiva Gerbi;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Estiva Gerbi;SP;02/11/2023;Dia De Finados;Feriado Nacional
Estiva Gerbi;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Estiva Gerbi;SP;25/12/2023;Natal;Feriado Nacional
Estrela do Norte;SP;01/01/2023;Ano Novo;Feriado Nacional
Estrela do Norte;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Estrela do Norte;SP;20/02/2023;Carnaval;Feriado Nacional
Estrela do Norte;SP;21/02/2023;Carnaval;Feriado Nacional
Estrela do Norte;SP;22/02/2023;Carnaval;Feriado Nacional
Estrela do Norte;SP;21/03/2023;Feriado Municipal;Feriado Municipal
Estrela do Norte;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Estrela do Norte;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Estrela do Norte;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Estrela do Norte;SP;08/06/2023;Corpus Christi;Feriado Nacional
Estrela do Norte;SP;29/06/2023;Feriado Municipal;Feriado Municipal
Estrela do Norte;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Estrela do Norte;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Estrela do Norte;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Estrela do Norte;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Estrela do Norte;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Estrela do Norte;SP;02/11/2023;Dia De Finados;Feriado Nacional
Estrela do Norte;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Estrela do Norte;SP;13/12/2023;Feriado Municipal;Feriado Municipal
Estrela do Norte;SP;25/12/2023;Natal;Feriado Nacional
Estrela d'Oeste;SP;01/01/2023;Ano Novo;Feriado Nacional
Estrela d'Oeste;SP;25/01/2023;Feriado Municipal;Feriado Municipal
Estrela d'Oeste;SP;20/02/2023;Carnaval;Feriado Nacional
Estrela d'Oeste;SP;21/02/2023;Carnaval;Feriado Nacional
Estrela d'Oeste;SP;22/02/2023;Carnaval;Feriado Nacional
Estrela d'Oeste;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Estrela d'Oeste;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Estrela d'Oeste;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Estrela d'Oeste;SP;08/06/2023;Corpus Christi;Feriado Nacional
Estrela d'Oeste;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Estrela d'Oeste;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Estrela d'Oeste;SP;25/09/2023;Feriado Municipal;Feriado Municipal
Estrela d'Oeste;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Estrela d'Oeste;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Estrela d'Oeste;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Estrela d'Oeste;SP;02/11/2023;Dia De Finados;Feriado Nacional
Estrela d'Oeste;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Estrela d'Oeste;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Estrela d'Oeste;SP;25/12/2023;Natal;Feriado Nacional
Euclides da Cunha Paulista;SP;01/01/2023;Ano Novo;Feriado Nacional
Euclides da Cunha Paulista;SP;09/01/2023;Feriado Municipal;Feriado Municipal
Euclides da Cunha Paulista;SP;20/02/2023;Carnaval;Feriado Nacional
Euclides da Cunha Paulista;SP;21/02/2023;Carnaval;Feriado Nacional
Euclides da Cunha Paulista;SP;22/02/2023;Carnaval;Feriado Nacional
Euclides da Cunha Paulista;SP;19/03/2023;São José;Feriado Municipal
Euclides da Cunha Paulista;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Euclides da Cunha Paulista;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Euclides da Cunha Paulista;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Euclides da Cunha Paulista;SP;08/06/2023;Corpus Christi;Feriado Nacional
Euclides da Cunha Paulista;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Euclides da Cunha Paulista;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Euclides da Cunha Paulista;SP;15/09/2023;Feriado Municipal;Feriado Municipal
Euclides da Cunha Paulista;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Euclides da Cunha Paulista;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Euclides da Cunha Paulista;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Euclides da Cunha Paulista;SP;02/11/2023;Dia De Finados;Feriado Nacional
Euclides da Cunha Paulista;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Euclides da Cunha Paulista;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Euclides da Cunha Paulista;SP;25/12/2023;Natal;Feriado Nacional
Fartura;SP;01/01/2023;Ano Novo;Feriado Nacional
Fartura;SP;20/02/2023;Carnaval;Feriado Nacional
Fartura;SP;21/02/2023;Carnaval;Feriado Nacional
Fartura;SP;22/02/2023;Carnaval;Feriado Nacional
Fartura;SP;31/03/2023;Feriado Municipal;Feriado Municipal
Fartura;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Fartura;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Fartura;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Fartura;SP;08/06/2023;Corpus Christi;Feriado Nacional
Fartura;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Fartura;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Fartura;SP;15/09/2023;Feriado Municipal;Feriado Municipal
Fartura;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Fartura;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Fartura;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Fartura;SP;02/11/2023;Dia De Finados;Feriado Nacional
Fartura;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Fartura;SP;25/12/2023;Natal;Feriado Nacional
Fernando Prestes;SP;01/01/2023;Ano Novo;Feriado Nacional
Fernando Prestes;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Fernando Prestes;SP;20/02/2023;Carnaval;Feriado Nacional
Fernando Prestes;SP;21/02/2023;Carnaval;Feriado Nacional
Fernando Prestes;SP;22/02/2023;Carnaval;Feriado Nacional
Fernando Prestes;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Fernando Prestes;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Fernando Prestes;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Fernando Prestes;SP;08/06/2023;Corpus Christi;Feriado Nacional
Fernando Prestes;SP;05/07/2023;Feriado Municipal;Feriado Municipal
Fernando Prestes;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Fernando Prestes;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Fernando Prestes;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Fernando Prestes;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Fernando Prestes;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Fernando Prestes;SP;02/11/2023;Dia De Finados;Feriado Nacional
Fernando Prestes;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Fernando Prestes;SP;13/12/2023;Feriado Municipal;Feriado Municipal
Fernando Prestes;SP;25/12/2023;Natal;Feriado Nacional
Fernandópolis;SP;01/01/2023;Ano Novo;Feriado Nacional
Fernandópolis;SP;20/02/2023;Carnaval;Feriado Nacional
Fernandópolis;SP;21/02/2023;Carnaval;Feriado Nacional
Fernandópolis;SP;22/02/2023;Carnaval;Feriado Nacional
Fernandópolis;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Fernandópolis;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Fernandópolis;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Fernandópolis;SP;22/05/2023;Feriado Municipal;Feriado Municipal
Fernandópolis;SP;08/06/2023;Corpus Christi;Feriado Nacional
Fernandópolis;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Fernandópolis;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Fernandópolis;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Fernandópolis;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Fernandópolis;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Fernandópolis;SP;02/11/2023;Dia De Finados;Feriado Nacional
Fernandópolis;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Fernandópolis;SP;25/12/2023;Natal;Feriado Nacional
Fernão;SP;01/01/2023;Ano Novo;Feriado Nacional
Fernão;SP;20/02/2023;Carnaval;Feriado Nacional
Fernão;SP;21/02/2023;Carnaval;Feriado Nacional
Fernão;SP;22/02/2023;Carnaval;Feriado Nacional
Fernão;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Fernão;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Fernão;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Fernão;SP;08/06/2023;Corpus Christi;Feriado Nacional
Fernão;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Fernão;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Fernão;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Fernão;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Fernão;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Fernão;SP;02/11/2023;Dia De Finados;Feriado Nacional
Fernão;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Fernão;SP;25/12/2023;Natal;Feriado Nacional
Ferraz de Vasconcelos;SP;01/01/2023;Ano Novo;Feriado Nacional
Ferraz de Vasconcelos;SP;20/02/2023;Carnaval;Feriado Nacional
Ferraz de Vasconcelos;SP;21/02/2023;Carnaval;Feriado Nacional
Ferraz de Vasconcelos;SP;22/02/2023;Carnaval;Feriado Nacional
Ferraz de Vasconcelos;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Ferraz de Vasconcelos;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Ferraz de Vasconcelos;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Ferraz de Vasconcelos;SP;08/06/2023;Corpus Christi;Feriado Nacional
Ferraz de Vasconcelos;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Ferraz de Vasconcelos;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Ferraz de Vasconcelos;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Ferraz de Vasconcelos;SP;14/10/2023;Aniversário Da Cidade;Feriado Municipal
Ferraz de Vasconcelos;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Ferraz de Vasconcelos;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Ferraz de Vasconcelos;SP;02/11/2023;Dia De Finados;Feriado Nacional
Ferraz de Vasconcelos;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Ferraz de Vasconcelos;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Ferraz de Vasconcelos;SP;25/12/2023;Natal;Feriado Nacional
Flora Rica;SP;01/01/2023;Ano Novo;Feriado Nacional
Flora Rica;SP;20/02/2023;Carnaval;Feriado Nacional
Flora Rica;SP;21/02/2023;Carnaval;Feriado Nacional
Flora Rica;SP;22/02/2023;Carnaval;Feriado Nacional
Flora Rica;SP;19/03/2023;São José;Feriado Municipal
Flora Rica;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Flora Rica;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Flora Rica;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Flora Rica;SP;08/06/2023;Corpus Christi;Feriado Nacional
Flora Rica;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Flora Rica;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Flora Rica;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Flora Rica;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Flora Rica;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Flora Rica;SP;02/11/2023;Dia De Finados;Feriado Nacional
Flora Rica;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Flora Rica;SP;25/12/2023;Natal;Feriado Nacional
Floreal;SP;01/01/2023;Ano Novo;Feriado Nacional
Floreal;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Floreal;SP;20/02/2023;Carnaval;Feriado Nacional
Floreal;SP;21/02/2023;Carnaval;Feriado Nacional
Floreal;SP;22/02/2023;Carnaval;Feriado Nacional
Floreal;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Floreal;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Floreal;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Floreal;SP;08/06/2023;Corpus Christi;Feriado Nacional
Floreal;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Floreal;SP;06/08/2023;Feriado Municipal;Feriado Municipal
Floreal;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Floreal;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Floreal;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Floreal;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Floreal;SP;02/11/2023;Dia De Finados;Feriado Nacional
Floreal;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Floreal;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Floreal;SP;25/12/2023;Natal;Feriado Nacional
Flórida Paulista;SP;01/01/2023;Ano Novo;Feriado Nacional
Flórida Paulista;SP;20/02/2023;Carnaval;Feriado Nacional
Flórida Paulista;SP;21/02/2023;Carnaval;Feriado Nacional
Flórida Paulista;SP;22/02/2023;Carnaval;Feriado Nacional
Flórida Paulista;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Flórida Paulista;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Flórida Paulista;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Flórida Paulista;SP;08/06/2023;Corpus Christi;Feriado Nacional
Flórida Paulista;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Flórida Paulista;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Flórida Paulista;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Flórida Paulista;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Flórida Paulista;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Flórida Paulista;SP;02/11/2023;Dia De Finados;Feriado Nacional
Flórida Paulista;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Flórida Paulista;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Flórida Paulista;SP;25/12/2023;Natal;Feriado Nacional
Florínea;SP;01/01/2023;Ano Novo;Feriado Nacional
Florínea;SP;20/02/2023;Carnaval;Feriado Nacional
Florínea;SP;21/02/2023;Carnaval;Feriado Nacional
Florínea;SP;22/02/2023;Carnaval;Feriado Nacional
Florínea;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Florínea;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Florínea;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Florínea;SP;08/06/2023;Corpus Christi;Feriado Nacional
Florínea;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Florínea;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Florínea;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Florínea;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Florínea;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Florínea;SP;02/11/2023;Dia De Finados;Feriado Nacional
Florínea;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Florínea;SP;25/12/2023;Natal;Feriado Nacional
Franca;SP;01/01/2023;Ano Novo;Feriado Nacional
Franca;SP;20/02/2023;Carnaval;Feriado Nacional
Franca;SP;21/02/2023;Carnaval;Feriado Nacional
Franca;SP;22/02/2023;Carnaval;Feriado Nacional
Franca;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Franca;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Franca;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Franca;SP;08/06/2023;Corpus Christi;Feriado Nacional
Franca;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Franca;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Franca;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Franca;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Franca;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Franca;SP;02/11/2023;Dia De Finados;Feriado Nacional
Franca;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Franca;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Franca;SP;28/11/2023;Aniversário Da Cidade;Feriado Municipal
Franca;SP;08/12/2023;Dia Da Padroeira;Feriado Municipal
Franca;SP;25/12/2023;Natal;Feriado Nacional
Francisco Morato;SP;01/01/2023;Ano Novo;Feriado Nacional
Francisco Morato;SP;20/02/2023;Carnaval;Feriado Nacional
Francisco Morato;SP;21/02/2023;Carnaval;Feriado Nacional
Francisco Morato;SP;22/02/2023;Carnaval;Feriado Nacional
Francisco Morato;SP;21/03/2023;Feriado Municipal;Feriado Municipal
Francisco Morato;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Francisco Morato;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Francisco Morato;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Francisco Morato;SP;08/06/2023;Corpus Christi;Feriado Nacional
Francisco Morato;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Francisco Morato;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Francisco Morato;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Francisco Morato;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Francisco Morato;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Francisco Morato;SP;02/11/2023;Dia De Finados;Feriado Nacional
Francisco Morato;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Francisco Morato;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Francisco Morato;SP;25/12/2023;Natal;Feriado Nacional
Franco da Rocha;SP;01/01/2023;Ano Novo;Feriado Nacional
Franco da Rocha;SP;20/02/2023;Carnaval;Feriado Nacional
Franco da Rocha;SP;21/02/2023;Carnaval;Feriado Nacional
Franco da Rocha;SP;22/02/2023;Carnaval;Feriado Nacional
Franco da Rocha;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Franco da Rocha;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Franco da Rocha;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Franco da Rocha;SP;08/06/2023;Corpus Christi;Feriado Nacional
Franco da Rocha;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Franco da Rocha;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Franco da Rocha;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Franco da Rocha;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Franco da Rocha;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Franco da Rocha;SP;02/11/2023;Dia De Finados;Feriado Nacional
Franco da Rocha;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Franco da Rocha;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Franco da Rocha;SP;30/11/2023;Feriado Municipal;Feriado Municipal
Franco da Rocha;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Franco da Rocha;SP;25/12/2023;Natal;Feriado Nacional
Gabriel Monteiro;SP;01/01/2023;Ano Novo;Feriado Nacional
Gabriel Monteiro;SP;20/02/2023;Carnaval;Feriado Nacional
Gabriel Monteiro;SP;21/02/2023;Carnaval;Feriado Nacional
Gabriel Monteiro;SP;22/02/2023;Carnaval;Feriado Nacional
Gabriel Monteiro;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Gabriel Monteiro;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Gabriel Monteiro;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Gabriel Monteiro;SP;08/06/2023;Corpus Christi;Feriado Nacional
Gabriel Monteiro;SP;29/06/2023;Feriado Municipal;Feriado Municipal
Gabriel Monteiro;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Gabriel Monteiro;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Gabriel Monteiro;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Gabriel Monteiro;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Gabriel Monteiro;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Gabriel Monteiro;SP;02/11/2023;Dia De Finados;Feriado Nacional
Gabriel Monteiro;SP;03/11/2023;Feriado Municipal;Feriado Municipal
Gabriel Monteiro;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Gabriel Monteiro;SP;25/12/2023;Natal;Feriado Nacional
Gália;SP;01/01/2023;Ano Novo;Feriado Nacional
Gália;SP;20/02/2023;Carnaval;Feriado Nacional
Gália;SP;21/02/2023;Carnaval;Feriado Nacional
Gália;SP;22/02/2023;Carnaval;Feriado Nacional
Gália;SP;19/03/2023;São José;Feriado Municipal
Gália;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Gália;SP;14/04/2023;Feriado Municipal;Feriado Municipal
Gália;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Gália;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Gália;SP;08/06/2023;Corpus Christi;Feriado Nacional
Gália;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Gália;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Gália;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Gália;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Gália;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Gália;SP;02/11/2023;Dia De Finados;Feriado Nacional
Gália;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Gália;SP;25/12/2023;Natal;Feriado Nacional
Garça;SP;01/01/2023;Ano Novo;Feriado Nacional
Garça;SP;20/02/2023;Carnaval;Feriado Nacional
Garça;SP;21/02/2023;Carnaval;Feriado Nacional
Garça;SP;22/02/2023;Carnaval;Feriado Nacional
Garça;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Garça;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Garça;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Garça;SP;05/05/2023;Feriado Municipal;Feriado Municipal
Garça;SP;08/06/2023;Corpus Christi;Feriado Nacional
Garça;SP;29/06/2023;Feriado Municipal;Feriado Municipal
Garça;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Garça;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Garça;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Garça;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Garça;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Garça;SP;02/11/2023;Dia De Finados;Feriado Nacional
Garça;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Garça;SP;25/12/2023;Natal;Feriado Nacional
Gastão Vidigal;SP;01/01/2023;Ano Novo;Feriado Nacional
Gastão Vidigal;SP;06/01/2023;Feriado Municipal;Feriado Municipal
Gastão Vidigal;SP;20/02/2023;Carnaval;Feriado Nacional
Gastão Vidigal;SP;21/02/2023;Carnaval;Feriado Nacional
Gastão Vidigal;SP;22/02/2023;Carnaval;Feriado Nacional
Gastão Vidigal;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Gastão Vidigal;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Gastão Vidigal;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Gastão Vidigal;SP;08/06/2023;Corpus Christi;Feriado Nacional
Gastão Vidigal;SP;24/06/2023;Feriado Municipal;Feriado Municipal
Gastão Vidigal;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Gastão Vidigal;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Gastão Vidigal;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Gastão Vidigal;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Gastão Vidigal;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Gastão Vidigal;SP;02/11/2023;Dia De Finados;Feriado Nacional
Gastão Vidigal;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Gastão Vidigal;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Gastão Vidigal;SP;25/12/2023;Natal;Feriado Nacional
Gavião Peixoto;SP;01/01/2023;Ano Novo;Feriado Nacional
Gavião Peixoto;SP;20/02/2023;Carnaval;Feriado Nacional
Gavião Peixoto;SP;21/02/2023;Carnaval;Feriado Nacional
Gavião Peixoto;SP;22/02/2023;Carnaval;Feriado Nacional
Gavião Peixoto;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Gavião Peixoto;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Gavião Peixoto;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Gavião Peixoto;SP;08/06/2023;Corpus Christi;Feriado Nacional
Gavião Peixoto;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Gavião Peixoto;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Gavião Peixoto;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
